"company_id","health_score","churn_probability","risk_level","activities_last_30d","activities_last_7d","days_since_last_activity","days_to_contract_end","inactive_user","dormant_user","action_priority","primary_risk_factor","recommended_action"
134605,70.8,0.292,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
139899,70.8,0.292,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143408,70.8,0.292,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
149007,71,0.29,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
133287,71,0.29,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
135555,71,0.29,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
140959,71,0.29,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
142732,71,0.29,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143414,71,0.29,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143955,71,0.29,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
146209,71,0.29,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
147228,71,0.29,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
140385,71,0.29,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
135078,71,0.29,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
140650,71,0.29,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
139853,71,0.29,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
154948,71,0.29,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
137165,71,0.29,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
136804,71,0.29,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
131818,71,0.29,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
135180,71,0.29,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
133916,71,0.29,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129992,71,0.29,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
139611,71,0.29,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
127718,71.2,0.288,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
130471,71.2,0.288,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
138767,71.2,0.288,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
154892,71.2,0.288,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141630,71.2,0.288,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
156705,71.2,0.288,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
146981,71.2,0.288,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136048,71.2,0.288,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
134921,71.2,0.288,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143395,71.2,0.288,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
132528,71.2,0.288,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136421,71.2,0.288,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
131325,71.4,0.286,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
137203,71.4,0.286,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
137600,71.4,0.286,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
140542,71.4,0.286,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
148266,71.4,0.286,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141764,71.4,0.286,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
142253,71.4,0.286,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
149197,71.4,0.286,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136318,71.4,0.286,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129696,71.4,0.286,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129994,71.4,0.286,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
144738,71.4,0.286,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
156513,71.4,0.286,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
133986,71.4,0.286,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
132675,71.6,0.284,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
135738,71.6,0.284,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
137945,71.6,0.284,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
143769,71.6,0.284,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
130227,71.6,0.284,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
141977,71.6,0.284,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
138119,71.6,0.284,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
134448,71.6,0.284,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141487,71.6,0.284,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
138811,71.6,0.284,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
139328,71.6,0.284,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
133879,71.8,0.282,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
135467,71.8,0.282,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
135826,71.8,0.282,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
138730,71.8,0.282,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
139164,71.8,0.282,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
140172,71.8,0.282,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
140699,71.8,0.282,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
141132,71.8,0.282,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141370,71.8,0.282,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143770,71.8,0.282,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
146098,71.8,0.282,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141863,71.8,0.282,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
139686,71.8,0.282,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
143537,71.8,0.282,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
143427,71.8,0.282,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
143890,71.8,0.282,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
139161,71.8,0.282,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
139560,71.8,0.282,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
142102,71.8,0.282,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
134587,71.8,0.282,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
150548,72,0.28,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
123423,72,0.28,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
136243,72,0.28,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
141961,72,0.28,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
142925,72,0.28,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143189,72,0.28,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
145152,72,0.28,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
147723,72,0.28,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
140855,72,0.28,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
128575,72,0.28,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
130993,72,0.28,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
129192,72,0.28,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
148999,72,0.28,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
140955,72,0.28,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
143888,72,0.28,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
145878,72,0.28,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
136843,72,0.28,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
142776,72,0.28,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
138470,72,0.28,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
139689,72,0.28,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
139837,72,0.28,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
144083,72,0.28,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
134048,72,0.28,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
151549,72,0.28,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
148531,72,0.28,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
157267,72,0.28,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
137718,72,0.28,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
138006,72,0.28,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141481,72,0.28,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
135166,72,0.28,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
139226,72,0.28,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
156645,72,0.28,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
149055,72.2,0.278,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
125107,72.2,0.278,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
139916,72.2,0.278,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
140054,72.2,0.278,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
140176,72.2,0.278,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
142877,72.2,0.278,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143705,72.2,0.278,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
144348,72.2,0.278,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
154428,72.2,0.278,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
140212,72.2,0.278,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
153293,72.2,0.278,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
148145,72.2,0.278,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
133805,72.2,0.278,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
135708,72.2,0.278,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
153250,72.2,0.278,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
152163,72.2,0.278,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
140160,72.2,0.278,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
144312,72.2,0.278,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
132377,72.2,0.278,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129743,72.4,0.276,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
131723,72.4,0.276,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
135567,72.4,0.276,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
139809,72.4,0.276,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
145372,72.4,0.276,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
145885,72.4,0.276,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
147090,72.4,0.276,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
133267,72.4,0.276,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
154177,72.4,0.276,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
140082,72.4,0.276,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
150625,72.4,0.276,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141098,72.4,0.276,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
142266,72.4,0.276,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136077,72.4,0.276,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136191,72.4,0.276,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
128815,72.4,0.276,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
147051,72.4,0.276,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143437,72.4,0.276,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143626,72.4,0.276,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
154360,72.4,0.276,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129668,72.4,0.276,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141103,72.4,0.276,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
138764,72.4,0.276,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129177,72.6,0.274,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
140205,72.6,0.274,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
140795,72.6,0.274,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
141190,72.6,0.274,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
139361,72.6,0.274,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143202,72.6,0.274,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
137197,72.6,0.274,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
137772,72.6,0.274,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
137914,72.6,0.274,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
2876,72.6,0.274,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
132295,72.6,0.274,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136948,72.6,0.274,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141731,72.6,0.274,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
133593,72.8,0.272,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
139085,72.8,0.272,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
142093,72.8,0.272,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
135806,72.8,0.272,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
154295,72.8,0.272,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
144196,72.8,0.272,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
130258,72.8,0.272,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
136384,72.8,0.272,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
151164,72.8,0.272,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
135521,72.8,0.272,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
151973,72.8,0.272,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
157537,72.8,0.272,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
157034,72.8,0.272,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129589,73,0.27,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
135844,73,0.27,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
140535,73,0.27,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
152492,73,0.27,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136058,73,0.27,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
138952,73,0.27,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
143012,73,0.27,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
129484,73,0.27,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
129635,73,0.27,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
145494,73,0.27,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136528,73,0.27,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
153804,73,0.27,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
137780,73,0.27,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
158445,73,0.27,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141888,73,0.27,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
132397,73,0.27,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
139530,73,0.27,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
134031,73.2,0.268,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
137922,73.2,0.268,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
138522,73.2,0.268,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
139601,73.2,0.268,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
140207,73.2,0.268,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
141778,73.2,0.268,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
142940,73.2,0.268,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143985,73.2,0.268,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136570,73.2,0.268,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
139147,73.2,0.268,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
142462,73.2,0.268,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143029,73.2,0.268,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
149258,73.2,0.268,"Medium Risk",158,0,25,10,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
132417,73.2,0.268,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136084,73.2,0.268,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
141715,73.2,0.268,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
129649,73.2,0.268,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
142185,73.2,0.268,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
137697,73.2,0.268,"Medium Risk",4,0,25,20,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
151344,73.4,0.266,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
152432,73.4,0.266,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
127969,73.4,0.266,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
131144,73.4,0.266,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
138083,73.4,0.266,"Medium Risk",265,52,2,509,0,0,"Monitor Closely","Multiple usage factors","General engagement improvement"
141878,73.4,0.266,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
143007,73.4,0.266,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
136086,73.4,0.266,"Medium Risk",29,0,25,538,1,0,"Monitor Closely","Inactive user (>14 days)","Re-engagement campaign"
156171,73.4,0.266,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
137225,73.4,0.266,"Medium Risk",0,0,65,300,1,1,"Monitor Closely","Inactive + Dormant user","Re-engagement campaign"
